epoch,train_loss,train_acc,val_loss,val_acc
0,0.7515988193986788,0.7746,1.1691047058829778,0.5475
1,0.6303188164525897,0.9047,1.1674615838859654,0.5475
2,0.588998627478228,0.9620,0.632782254792467,0.8987
3,0.5901086357240101,0.9589,0.5942845691608477,0.9494
4,0.5698863883226397,0.9817,0.6172237358515775,0.9525
5,0.5722789886799208,0.9793,0.6336922434311879,0.8829
6,0.5667886185746656,0.9845,0.5838401958912234,0.9652
7,0.5580033721970774,0.9944,0.5760548492021198,0.9810
8,0.5573360458875675,0.9947,0.573551088948793,0.9810
9,0.5560452105626779,0.9965,0.5748589031303986,0.9873
10,0.5561327455583671,0.9947,0.5754949963545497,0.9842
11,0.5543089599549016,0.9975,0.5761829652363741,0.9842
12,0.5538505599971562,0.9975,0.5765120530430274,0.9842
13,0.5537860714601229,0.9982,0.5724556928948511,0.9810
14,0.5533601917462677,0.9986,0.5763055523739585,0.9842
15,0.5538737957487629,0.9986,0.5762627947179577,0.9842
16,0.5538421861733063,0.9975,0.5753735696213155,0.9842
17,0.5545057653542477,0.9975,0.573925533626653,0.9842
18,0.553842656974551,0.9979,0.5745336217216298,0.9842
19,0.5538909228206854,0.9982,0.5747176718108261,0.9842
20,0.553256100240136,0.9989,0.5755489430850065,0.9842
21,0.552865885648714,0.9986,0.5753294252142122,0.9842
22,0.5535028427629699,0.9982,0.5720015952858744,0.9842
23,0.5531895580674022,0.9986,0.5746056799647175,0.9842
24,0.5538573878726879,0.9979,0.5708564519882202,0.9842
25,0.5533929419416919,0.9982,0.5748299081114274,0.9842
26,0.5529134281912266,0.9982,0.5747607056098648,0.9842
27,0.5523741085150407,0.9993,0.574971079826355,0.9810
28,0.5527614661074557,0.9989,0.5719685977018332,0.9842
29,0.5530873521973815,0.9982,0.5752903185313261,0.9842
30,0.5541571895952131,0.9982,0.5762312201004994,0.9810
31,0.5541459929758654,0.9979,0.5739914427829694,0.9842
32,0.5535837997028764,0.9982,0.574659880958026,0.9842
33,0.554336083673056,0.9968,0.572804072235204,0.9842
34,0.5529680384529961,0.9989,0.5738882218735127,0.9810
Early stopping
Training complete in 3m 5s
