epoch,train_loss,train_acc,val_loss,val_acc
0,0.596016661160522,0.6933,0.6787745400711342,0.5995
1,0.5149752630127801,0.7895,0.8027767781858091,0.5104
2,0.49209576817574324,0.8128,0.7587220293504221,0.5428
3,0.4671186081789158,0.8374,0.8213631554886147,0.4919
4,0.44629619077399924,0.8605,0.668856508202023,0.6285
5,0.43239029000202817,0.8759,0.821362833182017,0.4919
6,0.4243567723918844,0.8848,0.8146295370878996,0.4977
7,0.400840208210327,0.9100,0.420094750545643,0.8900
8,0.3878907840009089,0.9245,0.44716788442046557,0.8588
9,0.38088433499689456,0.9313,0.4143060776922438,0.8947
10,0.37629230403237873,0.9378,0.43974623304826244,0.8634
11,0.3709795657131407,0.9442,0.4604245159361098,0.8461
12,0.37059735589557224,0.9442,0.4266699817445543,0.8773
13,0.366185016102261,0.9472,0.44034038649664986,0.8704
14,0.35964519530534744,0.9556,0.3946104049682617,0.9155
15,0.35926307020363984,0.9544,0.39546410904990303,0.9190
16,0.358697803484069,0.9570,0.3956100708908505,0.9167
17,0.3580620429582066,0.9569,0.3974494360111378,0.9120
18,0.35756640329405115,0.9575,0.3955337581811128,0.9178
19,0.35666086469535474,0.9588,0.3971021992188913,0.9144
20,0.3596061843412894,0.9559,0.4002530674139659,0.9039
21,0.35709413168606935,0.9593,0.3962273321769856,0.9155
22,0.3580430105880455,0.9566,0.3968073306260286,0.9144
23,0.35709652304649353,0.9595,0.3952140774991777,0.9155
24,0.3579878266210909,0.9566,0.39433442221747506,0.9132
25,0.35631321398196397,0.9592,0.39618803836681227,0.9167
26,0.3563528977058552,0.9598,0.39556411902109784,0.9144
27,0.35729351777721335,0.9593,0.3972899428120366,0.9155
28,0.3554179604958605,0.9601,0.3952537984759719,0.9132
29,0.3574133446371114,0.9585,0.3949860831101735,0.9178
30,0.3570720053933285,0.9591,0.39561169787689493,0.9167
31,0.3566165025587435,0.9580,0.39581098269533227,0.9178
32,0.3565820770131217,0.9604,0.3967484798696306,0.9132
33,0.3578304607007239,0.9579,0.39649515240280714,0.9144
34,0.35749448670281303,0.9589,0.39551253230483446,0.9155
35,0.3577144126649256,0.9575,0.3959219047316798,0.9167
36,0.35800102794611893,0.9580,0.39501099785168964,0.9132
37,0.35717600114919523,0.9582,0.39470994582882635,0.9144
38,0.3569313469860289,0.9602,0.3948989322891942,0.9155
39,0.35795057758137033,0.9569,0.394691898866936,0.9144
40,0.35853921594443144,0.9567,0.3952851019523762,0.9155
41,0.35633182166903105,0.9608,0.39573440617985195,0.9178
Early stopping
Training complete in 7m 3s
Test Acc: 0.8889
