epoch,train_loss,train_acc,val_loss,val_acc
0,0.5939423938592275,0.6863,0.7338089302734092,0.7546
1,0.45529311895370483,0.8490,0.7677207191785177,0.7546
2,0.3928334089340987,0.9132,0.8013494500407466,0.3333
3,0.3870720057575791,0.9172,0.8559238513310751,0.2500
4,0.3667856471406089,0.9444,0.5868779774065371,0.7083
5,0.35856134085743513,0.9491,0.6004205213652717,0.5926
6,0.3640911027237221,0.9525,0.8012630299285606,0.3194
7,0.34604461601486913,0.9641,0.48263637335212145,0.8981
8,0.33421844906277126,0.9780,0.3536891628194738,0.9630
9,0.33217129828753295,0.9815,0.3673353173114635,0.9352
10,0.32128869990507763,0.9925,0.358201601990947,0.9676
11,0.323979244739921,0.9902,0.4039925380989357,0.9491
12,0.3222423626316918,0.9913,0.3647866889282509,0.9444
13,0.3198931012992506,0.9954,0.3731414212120904,0.9630
14,0.32075009357046197,0.9931,0.3484246388629631,0.9722
15,0.3194201936324437,0.9971,0.3510223925113678,0.9722
16,0.3208241214354833,0.9931,0.34384382102224564,0.9769
17,0.3223424747034355,0.9925,0.3471041763270343,0.9769
18,0.32089104530987916,0.9931,0.3513703324176647,0.9722
19,0.3211223930120468,0.9925,0.3520674539936913,0.9722
20,0.32221856989242414,0.9936,0.34646119122151975,0.9769
21,0.3193705137129183,0.9936,0.35504551507808546,0.9722
22,0.3217194560501311,0.9931,0.35092348964126024,0.9722
23,0.3223976078960631,0.9925,0.34420324586055895,0.9722
24,0.3190142407461449,0.9954,0.3476185147409086,0.9769
25,0.3199512329366472,0.9948,0.3467231712959431,0.9769
26,0.3189566808718222,0.9965,0.35524870951970416,0.9722
27,0.31805147065056694,0.9965,0.35837723811467487,0.9676
Early stopping
Training complete in 0m 52s
Test Acc: 0.9722
