epoch,train_loss,train_acc,val_loss,val_acc
0,0.5843915348803556,0.7060,0.7902418573697408,0.5208
1,0.5228042494919565,0.7792,0.7283038254137393,0.5625
2,0.5070236849564093,0.7940,0.6796094841427274,0.6019
3,0.49107766648133594,0.8134,0.7840260289333485,0.5278
4,0.4792508463616724,0.8261,0.6719826261202494,0.6343
5,0.4517819500631756,0.8524,0.7847098796455948,0.5255
6,0.440823199848334,0.8672,0.5133471113664133,0.8009
7,0.4164565928556301,0.8929,0.47283333098446884,0.8310
8,0.3852854139275021,0.9251,0.4949781099955241,0.8102
9,0.37196213338110184,0.9436,0.4811266373704981,0.8194
10,0.35705145641609476,0.9601,0.470125209402155,0.8333
11,0.3536596692822598,0.9621,0.469186818158185,0.8218
12,0.35137321137719685,0.9644,0.4769648070688601,0.8333
13,0.34254695999401585,0.9740,0.4835347765021854,0.8241
14,0.3391407557107784,0.9771,0.45300518804126316,0.8449
15,0.3372397179956789,0.9780,0.45335149323498763,0.8588
16,0.33659247364158984,0.9800,0.45652015341652763,0.8472
17,0.3384376847081714,0.9786,0.45384931564331055,0.8519
18,0.33661959458280494,0.9783,0.4585080157827448,0.8380
19,0.33507832415677885,0.9815,0.4543010515195352,0.8472
20,0.3340761305557357,0.9823,0.45960060093137955,0.8426
21,0.333878295565093,0.9812,0.45790990193684894,0.8426
22,0.33410511248641545,0.9815,0.45611083728295787,0.8542
23,0.3342646641863717,0.9829,0.4559468174422229,0.8449
24,0.33420828260757307,0.9823,0.45604913543771813,0.8426
25,0.33607172441703304,0.9800,0.45547757546106976,0.8495
26,0.3332845300987915,0.9823,0.45319279145311425,0.8542
27,0.33492585409570624,0.9818,0.45719787588825933,0.8449
Early stopping
Training complete in 1m 42s
Test Acc: 0.8727
