epoch,train_loss,train_acc,val_loss,val_acc
0,0.6549237312542068,0.6470,0.6676819368644997,0.6366
1,0.5776796396131869,0.7240,0.5175260371632047,0.7801
2,0.5492224853347849,0.7535,0.5161077998302601,0.7917
3,0.5173097156264164,0.7870,0.5469939377572801,0.7431
4,0.5241507645006533,0.7775,0.4831727345784505,0.8264
5,0.5048185887712019,0.7975,0.4916117235466286,0.8102
6,0.5034863769456193,0.8001,0.6046376493242052,0.7037
7,0.4726160223837252,0.8336,0.47191850785855893,0.8356
8,0.4521069606697118,0.8539,0.45143378332809164,0.8611
9,0.44466933083755,0.8588,0.45352412042794404,0.8588
10,0.4335165379775895,0.8759,0.4476881292131212,0.8681
11,0.4369572064390889,0.8704,0.465543199468542,0.8449
12,0.42424001737877176,0.8860,0.4556201619130594,0.8495
13,0.4243265978164143,0.8854,0.4635734690560235,0.8426
14,0.4114640840777644,0.9010,0.4515650040573544,0.8565
15,0.4144986906537303,0.8961,0.4506314087797094,0.8542
16,0.41342193274586286,0.8953,0.4433578782611423,0.8657
17,0.4111435738978563,0.9002,0.44441166630497686,0.8634
18,0.4131790189831345,0.8973,0.4424494747762327,0.8681
19,0.410166395759141,0.8999,0.4429504562307287,0.8634
20,0.41058559467395145,0.8999,0.44326374265882706,0.8657
21,0.40880566366292814,0.9019,0.44339386732489977,0.8704
22,0.40853847839214186,0.9008,0.4431733753946092,0.8704
23,0.40945127606391907,0.9036,0.4449707402123345,0.8657
24,0.40696696661136766,0.9048,0.4482113145015858,0.8565
25,0.4073944905841792,0.9039,0.44901308086183334,0.8542
26,0.4117239578454583,0.8984,0.44773658778932357,0.8565
27,0.4071701185570823,0.9042,0.44039022039484094,0.8657
28,0.4079472574370879,0.9034,0.44380535902800383,0.8681
29,0.40602937119978444,0.9054,0.4418190088537004,0.8681
30,0.4042398810938553,0.9074,0.4491440079830311,0.8565
31,0.4048047711451848,0.9077,0.4444618180946068,0.8681
32,0.40051610823030825,0.9115,0.4398944984983515,0.8704
33,0.4049605180819829,0.9068,0.4430343707402547,0.8657
34,0.4054073390585405,0.9068,0.445557470674868,0.8588
35,0.4045678183988289,0.9065,0.4408430677873117,0.8681
36,0.40421592637344644,0.9074,0.45127162006166244,0.8495
37,0.4052052867633325,0.9074,0.4394124459337305,0.8704
38,0.40395183750876673,0.9083,0.4437721371650696,0.8657
39,0.408354882840757,0.9039,0.4405183571356314,0.8681
40,0.4034582183316902,0.9060,0.4396270270700808,0.8727
41,0.40786006053288776,0.9016,0.4385292088543927,0.8681
42,0.4090388469673969,0.9019,0.4439273642169105,0.8657
43,0.40915493777504675,0.9036,0.44090513829831723,0.8681
44,0.4047118651646155,0.9083,0.44121992588043213,0.8704
45,0.40704780375515975,0.9042,0.4402256034038685,0.8681
46,0.4082303772921915,0.9054,0.44086698028776383,0.8704
47,0.40555005217040024,0.9048,0.4406492930871469,0.8750
48,0.4099841269629973,0.8999,0.445356825987498,0.8634
49,0.4099296855705756,0.9013,0.43879311504187407,0.8704
50,0.4048311409574968,0.9074,0.44171946137039747,0.8681
51,0.40600410048608426,0.9054,0.4394982357819875,0.8704
52,0.4114946325620015,0.8993,0.4416731165515052,0.8704
53,0.40512383701624693,0.9062,0.44401693123358266,0.8657
Early stopping
Training complete in 3m 25s
Test Acc: 0.8773
