epoch,train_loss,train_acc,val_loss,val_acc
0,0.672532132378331,0.5833,0.6842947050377175,0.7685
1,0.6142216832549484,0.7193,0.6984796811033178,0.6343
2,0.5431756046083238,0.7934,0.7127925245850174,0.7546
3,0.5016695514873222,0.8362,0.6307978917051245,0.8102
4,0.46984958427923695,0.8773,0.5364354893013283,0.7269
5,0.4439424971739451,0.9045,0.4710828827487098,0.8750
6,0.4216459835017169,0.9277,0.46941084331936306,0.8519
7,0.40820125297263815,0.9334,0.4609573660073457,0.8889
8,0.39883210151283827,0.9421,0.4528154267205132,0.8843
9,0.39057185583644444,0.9554,0.44982410801781547,0.9074
10,0.3896735100834458,0.9624,0.4465646854153386,0.9074
11,0.3856151181238669,0.9595,0.4434993256021429,0.9120
12,0.3829220610636252,0.9641,0.4429474550264853,0.9028
13,0.3848892671090585,0.9647,0.44130656675056174,0.9259
14,0.378104109455038,0.9688,0.4369987867496632,0.9074
15,0.3791670666800605,0.9670,0.43839213583204484,0.9213
16,0.3775495919916365,0.9688,0.44076282889754687,0.9074
17,0.37804745965533787,0.9688,0.4408620430363549,0.9167
18,0.37749089466200936,0.9699,0.4393328130245209,0.9213
19,0.37534329184779414,0.9688,0.4395198501922466,0.9120
20,0.375088201628791,0.9740,0.43803986465489425,0.9120
21,0.37717745591092994,0.9693,0.4430336223708259,0.9120
22,0.3775630129708184,0.9705,0.4378040388778404,0.9074
23,0.37827071437129267,0.9653,0.44200105247674165,0.9074
24,0.3748694095346663,0.9693,0.44025743118038885,0.9074
25,0.3757898222517084,0.9688,0.44035623139805263,0.9167
Early stopping
Training complete in 0m 37s
Test Acc: 0.9028
