epoch,train_loss,train_acc,val_loss,val_acc
0,0.6050278853487085,0.6807,0.7093575994173685,0.5544
1,0.5367682692077425,0.7626,0.6777380704879761,0.6204
2,0.49322700693651483,0.8084,0.6352958414289687,0.6586
3,0.47178600866485526,0.8325,0.775823418740873,0.5370
4,0.4574267593798814,0.8491,0.7029394573635526,0.6007
5,0.43609538619165067,0.8733,0.8354767185670359,0.4769
6,0.41612064176135594,0.8918,0.8322496988155224,0.4803
7,0.38823528394654944,0.9249,0.445780701107449,0.8646
8,0.37598441348031714,0.9372,0.44676052199469674,0.8600
9,0.3702224622722025,0.9429,0.43757574094666374,0.8750
10,0.3639583435875398,0.9510,0.44398692471009715,0.8657
11,0.359852882998961,0.9543,0.46035228614453916,0.8438
12,0.3560488182637427,0.9591,0.4487067405824308,0.8600
13,0.35335062664968,0.9617,0.4492100576559703,0.8634
14,0.34987730919210996,0.9659,0.4270679729956168,0.8831
15,0.3477769684460428,0.9677,0.42641315305674515,0.8773
16,0.34718844956821865,0.9683,0.42824117563388964,0.8819
17,0.3471571565778167,0.9688,0.4286680376088178,0.8808
18,0.34664479781080176,0.9692,0.4297001935817577,0.8750
19,0.3471789409716924,0.9683,0.4295165803697374,0.8762
20,0.34676728977097404,0.9683,0.4285997715261247,0.8831
21,0.3465040072246834,0.9686,0.4307691675645334,0.8831
22,0.346063752969106,0.9689,0.4287491606341468,0.8796
23,0.3458884151445495,0.9698,0.4298491378625234,0.8738
24,0.3458109500783461,0.9696,0.4288630364117799,0.8773
25,0.34722932704069,0.9683,0.4292239061108342,0.8796
Early stopping
Training complete in 1m 44s
Test Acc: 0.8947
