epoch,train_loss,train_acc,val_loss,val_acc
0,0.6010551850001017,0.6850,0.8118232356177436,0.5012
1,0.5288868739649102,0.7726,0.7474651998943753,0.5590
2,0.4951672915507246,0.8084,0.7768640849325392,0.5336
3,0.4685617478357421,0.8375,0.7810551126797994,0.5289
4,0.45766994495082786,0.8510,0.7741484112209744,0.5347
5,0.44520746833748287,0.8630,0.6438625079614145,0.6597
6,0.4324485234640263,0.8779,0.8130575352244906,0.5000
7,0.4054763013565982,0.9054,0.4439610309071011,0.8623
8,0.3913901315795051,0.9203,0.4610549873775906,0.8438
9,0.38776037290140436,0.9259,0.45161438209039195,0.8565
10,0.3855050219981759,0.9277,0.46041927072736955,0.8461
11,0.379133483601941,0.9361,0.4625168420650341,0.8414
12,0.37614996841660253,0.9379,0.4739577637778388,0.8264
13,0.37235124078061843,0.9423,0.4523644944032033,0.8507
14,0.37020044718627576,0.9442,0.41561597144162216,0.8958
15,0.36921463823980755,0.9462,0.4169998091680032,0.8900
16,0.3689098589950138,0.9465,0.4127200091326678,0.8912
17,0.3673777908638672,0.9479,0.4152098805816085,0.8958
18,0.36892952494047304,0.9463,0.41477896328325625,0.8924
19,0.36715619679954314,0.9484,0.4166842853581464,0.8935
20,0.3673969551368996,0.9484,0.419033650998716,0.8912
21,0.36627554921088396,0.9499,0.4179026749398973,0.8889
22,0.36719642855502943,0.9475,0.4180156080811112,0.8900
23,0.36603832576009965,0.9488,0.41424255900912815,0.8947
24,0.36515366975907926,0.9508,0.4156403055897466,0.8935
25,0.3655550678571065,0.9510,0.4149376330552278,0.8900
26,0.36400595279755416,0.9515,0.41714281064492686,0.8877
Early stopping
Training complete in 4m 37s
Test Acc: 0.9144
